序号,电网电压Uab,电网电压Ubc,定子电压Uuv,定子电压Uvw,总并网/定子U相电流,总并网/定子V相电流,总并网/定子W相电流,转子K相电流,转子L相电流,转子M相电流,母线电压,机侧M相占空比,转子三相电流和,总并网/定子三相电流和,总并网/定子有功电流,总并网/定子无功电流,发电机转速,编码器脉冲信号,编码器复位信号,电网故障标志,交流撬棒电流,交流撬棒触发状态/转子负序有功电流给定,电网故障穿越状态/转子负序无功电流给定,转子正序有功电流给定,转子正序无功电流给定,转子正序有功电流反馈,转子正序无功电流反馈,转子有功电流给定/转子负序有功电流反馈,转子有功电流反馈/转子负序无功电流反馈,并网接触器状态,主控制字,主状态字Ǖ
646,65252,63431,2384,63161,2384,2139,457,2588,0,3124,572,453,23679,2,742,64598,467,0,0,2394,65237,1129,0,0,63325,64866,1641,1556,0,0,15,6562,
647,63431,2095,63160,2385,63220,2139,592,2588,0,3124,565,453,61941,2,742,63490,63814,0,0,63230,65237,1129,0,0,2267,343,64026,63746,0,0,15,6562,
648,2095,63431,2384,63161,63160,2139,65382,2588,0,3124,587,453,21696,2,742,62933,941,0,0,63170,65237,1129,0,0,65179,63201,65223,2168,0,0,15,6562,
649,63431,2095,63160,2385,2384,2139,592,2588,0,3124,593,453,65000,2,742,63237,63898,0,0,2394,65237,1129,0,0,305,2179,232,63175,0,0,15,6562,
650,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,617,453,24330,2,742,62727,65335,0,0,2394,65237,1129,0,0,2098,64424,63694,1264,0,0,15,6562,
651,63431,662,63160,63161,2384,2139,31,2588,0,3124,622,453,55482,2,742,64804,63647,0,0,63170,65237,1129,0,0,63509,815,1828,64088,0,0,15,6562,
652,2095,2095,2384,2385,63160,2139,592,2588,0,3124,631,453,10053,2,742,62661,146,0,0,2394,65237,1129,0,0,2272,64649,63796,1483,0,0,15,6562,
653,63517,63431,2384,63161,2384,2139,540,2588,0,3124,640,453,64236,2,742,65035,65287,0,0,2394,65237,1129,0,0,64002,63887,2189,492,0,0,15,6562,
654,64937,2095,63160,2385,63160,2139,592,2588,0,3124,647,453,5793,2,742,62298,64790,0,0,63170,65237,1129,0,0,1681,1676,63218,65005,0,0,15,6562,
655,2095,63431,2384,63161,63160,2139,512,2588,0,3124,674,453,9722,2,742,64165,816,0,0,63170,65237,1129,0,0,1205,63564,1103,1877,0,0,15,6562,
656,63431,2095,63160,2385,2384,2139,592,2588,0,3124,673,453,9686,2,742,62689,64071,0,0,2394,65237,1129,0,0,64516,2008,64333,63485,0,0,15,6562,
657,2095,63431,2384,89,63160,2139,64935,2588,0,3124,685,453,7610,2,742,64052,507,0,0,98,65237,1129,0,0,1904,64701,143,1925,0,0,15,6562,
658,63431,2095,63160,63161,2384,2139,592,2588,0,3124,687,453,62082,2,742,64393,64950,0,0,63170,65237,1129,0,0,63368,65327,864,63383,0,0,15,6562,
659,2095,459,2384,2385,63160,2139,592,2588,0,3124,702,453,10053,2,742,63551,2071,0,0,2394,65237,1129,0,0,2324,506,64842,2135,0,0,15,6562,
660,63431,63431,138,63161,2384,2139,592,2588,0,3124,711,453,10053,2,742,64396,65005,0,0,147,65237,1129,0,0,64251,64100,1331,64027,0,0,15,6562,
661,1406,2095,63160,2385,63160,2139,592,2588,0,3124,736,453,21336,2,742,62348,930,0,0,63170,65237,1129,0,0,156,2325,63470,1041,0,0,15,6562,
662,2095,63431,2384,63161,2384,2139,455,2588,0,3124,739,453,65430,2,742,64896,65402,0,0,2394,65237,1129,0,0,65517,63245,1970,64330,0,0,15,6562,
663,63431,2095,63160,2385,2384,2139,592,2588,0,3124,759,453,20577,2,742,62573,64899,0,0,2394,65237,1129,0,0,63481,918,63367,64702,0,0,15,6562,
664,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,764,453,61934,2,742,65285,289,0,0,63170,65237,1129,0,0,2185,64790,2116,733,0,0,15,6562,
665,63431,2095,63160,63161,2384,2139,592,2588,0,3124,770,453,19137,2,742,63463,65217,0,0,63170,65237,1129,0,0,63854,64088,64919,63322,0,0,15,6562,
666,2095,63940,2384,2385,63160,2139,64935,2588,0,3124,791,453,10053,2,742,64345,1539,0,0,2394,65237,1129,0,0,1384,1872,832,2119,0,0,15,6562,
667,63431,64325,63160,63161,2384,2139,478,2588,0,3124,780,453,55482,2,742,63261,64439,0,0,63170,65237,1129,0,0,63969,63945,64760,63374,0,0,15,6562,
668,2095,2095,63160,2385,63160,2139,592,2588,0,3124,802,453,10053,2,742,63896,1330,0,0,63170,65237,1129,0,0,64511,2122,64330,1979,0,0,15,6562,
669,64816,63431,2384,63161,2384,2139,541,2588,0,3124,792,453,58350,2,742,65392,64474,0,0,2394,65237,1129,0,0,901,63455,1379,63693,0,0,15,6562,
670,63431,2095,63160,2385,63160,2139,592,2588,0,3124,14,453,24269,2,742,63567,704,0,0,63170,65237,1129,0,0,64237,1970,64590,2110,0,0,15,6562,
671,2095,63431,2384,63161,63160,2139,136,2588,0,3124,14,453,56006,2,742,663,232,0,0,63170,65237,1129,0,0,2251,190,2276,65302,0,0,15,6562,
672,63431,2095,63160,2385,2384,2139,592,2588,0,3124,28,453,24929,2,742,63374,585,0,0,2394,65237,1129,0,0,63260,65153,63308,433,0,0,15,6562,
673,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,38,453,59767,2,742,64923,483,0,0,2394,65237,1129,0,0,602,2204,1687,1517,0,0,15,6562,
674,63431,943,63160,63161,2384,2139,378,2588,0,3124,38,453,10053,2,742,62926,64187,0,0,63170,65237,1129,0,0,64946,63335,63930,63903,0,0,15,6562,
675,2095,2095,2384,2385,63160,2139,592,2588,0,3124,63,453,10053,2,742,65204,273,0,0,2394,65237,1129,0,0,160,2328,1983,1196,0,0,15,6562,
676,63431,63431,2384,63161,2384,2139,592,2588,0,3124,55,453,63952,2,742,63875,63782,0,0,2394,65237,1129,0,0,1768,64155,274,63229,0,0,15,6562,
677,65426,2095,63160,2385,63160,2139,592,2588,0,3124,90,453,26526,2,742,63881,1121,0,0,63170,65237,1129,0,0,63322,843,400,2255,0,0,15,6562,
678,2095,63431,2384,63161,65230,2139,336,2588,0,3124,81,453,55482,2,742,64584,64319,0,0,65240,65237,1129,0,0,1904,253,972,63762,0,0,15,6562,
679,63431,2095,63160,2385,2384,2139,592,2588,0,3124,106,453,26351,2,742,62570,545,0,0,2394,65237,1129,0,0,63874,63879,63984,1624,0,0,15,6562,
680,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,107,453,56434,2,742,64217,64250,0,0,63170,65237,1129,0,0,1564,1613,1601,63813,0,0,15,6562,
681,63431,2095,63160,63161,2384,2139,592,2588,0,3124,118,453,23134,2,742,63046,64494,0,0,63170,65237,1129,0,0,726,63354,63309,65197,0,0,15,6562,
682,2095,64910,2384,2385,63160,2139,592,2588,0,3124,142,459,10053,2,742,184,64617,0,0,2394,65237,1129,0,0,64305,1880,2302,65405,0,0,15,6562,
683,63431,63431,63329,63161,2384,2139,488,2588,0,3124,144,459,10053,2,742,62814,64892,0,0,63338,65237,1129,0,0,1235,63555,63264,33,0,0,15,6562,
684,1718,2095,63160,2385,63160,2139,592,2588,0,3124,166,459,10296,2,742,64909,686,0,0,63170,65237,1129,0,0,63317,64975,1569,1586,0,0,15,6562,
685,1559,63431,2384,63161,2384,2139,535,2588,0,3124,160,459,60602,2,742,63078,64265,0,0,2394,65237,1129,0,0,2306,298,64025,63692,0,0,15,6562,
686,63431,2095,63160,2385,2384,2139,592,2588,0,3124,192,459,20228,2,742,63431,1139,0,0,2394,65237,1129,0,0,65312,63228,65316,2181,0,0,15,6562,
687,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,198,459,65318,2,742,63583,64064,0,0,63170,65237,1129,0,0,173,2234,66,63170,0,0,15,6562,
688,63431,2095,63160,63161,2384,2139,592,2588,0,3124,216,459,17380,2,742,63751,700,0,0,63170,65237,1129,0,0,2088,64482,63685,1300,0,0,143,6562,
689,2095,63579,2384,2385,63160,2139,64935,2588,0,3124,220,459,55482,2,742,64917,65207,0,0,2394,65237,1129,0,0,63479,837,1799,64097,0,0,143,6562,
690,63431,64869,63160,63161,2384,2139,491,2588,0,3124,242,459,30159,2,742,62802,1572,0,0,63170,65237,1129,0,0,2271,64925,63975,1632,0,0,143,6562,
691,2095,2095,63160,2385,63160,2139,592,2588,0,3124,257,459,10053,2,742,64739,65350,0,0,63170,65237,1129,0,0,64180,63703,2243,147,0,0,143,6562,
692,64431,63431,2384,63161,2384,2139,592,2588,0,3124,268,459,8654,2,742,62042,65330,0,0,2394,65237,1129,0,0,1269,1930,63191,65407,0,0,143,6562,
693,63431,2095,63160,2385,63160,2139,592,2588,0,3124,283,459,7833,2,742,64771,240,0,0,63170,65237,1129,0,0,64578,63436,2248,65230,0,0,143,6562,
694,2095,63431,2384,63161,63160,2139,63,2588,0,3124,299,459,13730,2,742,63142,63925,0,0,63170,65237,1129,0,0,64088,1706,63913,63839,0,0,143,6562,
695,63431,2095,63160,2385,2384,2139,592,2588,0,3124,321,459,2241,2,742,65198,321,0,0,2394,65237,1129,0,0,1839,64133,1745,1378,0,0,143,6562,
696,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,322,459,12186,2,742,63952,64726,0,0,2394,65237,1129,0,0,63457,64754,161,63260,0,0,143,6562,
697,63431,1278,63160,63161,2384,2139,592,2588,0,3124,340,459,10053,2,742,64138,1449,0,0,63170,65237,1129,0,0,1989,1212,65495,2295,0,0,143,6562,
698,2095,2095,2384,2385,63160,2139,592,2588,0,3124,346,459,10053,2,742,64096,64161,0,0,2394,65237,1129,0,0,63604,64351,65287,63255,0,0,143,6562,
699,63431,63431,2384,63161,2384,2139,495,2588,0,3124,379,459,29297,2,742,63905,1066,0,0,2394,65237,1129,0,0,64856,2229,64010,1776,0,0,143,6562,
700,331,2095,63160,2385,63160,2139,592,2588,0,3124,373,459,60789,2,742,285,64461,0,0,63170,65237,1129,0,0,594,63319,1604,63914,0,0,143,6562,
701,2095,63431,2384,63161,2070,2139,457,2588,0,3124,395,459,23349,2,742,63734,171,0,0,2080,65237,1129,0,0,64494,2001,64184,1808,0,0,143,6562,
702,63431,2095,63160,2385,2384,2139,592,2588,0,3124,407,459,57507,2,742,817,94,0,0,2394,65237,1129,0,0,2262,65532,2285,65489,0,0,143,6562,
703,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,431,459,26240,2,742,63731,286,0,0,63170,65237,1129,0,0,63273,65099,63312,480,0,0,143,6562,
704,63431,2095,63160,63161,2384,2139,592,2588,0,3124,447,459,62212,2,742,64301,534,0,0,63170,65237,1129,0,0,509,2204,1763,1454,0,0,143,6562,
705,2095,64984,2384,2385,63160,2139,592,2588,0,3124,447,459,10053,2,742,62263,64182,0,0,2394,65237,1129,0,0,65078,63281,63850,64011,0,0,143,6562,
706,63431,63431,63160,63161,2384,2139,549,2588,0,3124,472,459,9575,2,742,64750,64,0,0,63170,65237,1129,0,0,51,2319,2062,1103,0,0,143,6562,
707,2012,2095,63160,2385,63160,2139,592,2588,0,3124,465,459,64268,2,742,63619,63466,0,0,63170,65237,1129,0,0,1869,64246,146,63239,0,0,143,6562,
708,847,63431,2384,63161,2384,2139,592,2588,0,3124,501,459,27334,2,742,63850,756,0,0,2394,65237,1129,0,0,63295,681,578,2234,0,0,143,6562,
709,63431,2095,63160,2385,2171,2139,592,2588,0,3124,493,459,56563,2,742,64597,63930,0,0,2181,65237,1129,0,0,1763,1268,1671,64021,0,0,143,6562,
710,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,518,459,26853,2,742,62702,274,0,0,63170,65237,1129,0,0,64037,63742,64108,1742,0,0,143,6562,
711,63431,2095,63160,65246,2384,2139,592,2588,0,3124,519,459,57838,2,742,64065,63975,0,0,65255,65237,1129,0,0,221,1936,1925,64874,0,0,143,6562,
712,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,530,459,23822,2,742,62741,64005,0,0,2394,65237,1129,0,0,969,63422,63289,65337,0,0,143,6562,
713,63431,65381,63160,63161,2384,2139,592,2588,0,3124,541,459,56280,2,742,65409,63926,0,0,63170,65237,1129,0,0,64412,1927,2306,65432,0,0,143,6562,
714,2095,2095,65095,2385,63160,2139,592,2588,0,3124,543,459,10053,2,742,62587,63959,0,0,65105,65237,1129,0,0,1855,64663,63867,64389,0,0,143,6562,
715,64098,63431,2384,63161,2384,2139,497,2588,0,3124,572,459,19462,2,742,64412,429,0,0,2394,65237,1129,0,0,63379,64921,1606,1553,0,0,143,6562,
716,63806,2095,63160,2385,63160,2139,592,2588,0,3124,566,459,61555,2,742,62680,63972,0,0,63170,65237,1129,0,0,2338,390,63949,63764,0,0,143,6562,
717,2095,63431,2384,63161,63160,2139,274,2588,0,3124,587,459,21089,2,742,62415,1040,0,0,63170,65237,1129,0,0,65224,63260,65207,2181,0,0,143,6562,
718,63431,2095,63160,2385,2384,2139,592,2588,0,3124,578,459,62466,2,742,62815,63785,0,0,2394,65237,1129,0,0,579,2183,481,63234,0,0,15,6562,
719,2095,63431,2384,2385,63160,2139,64935,2588,0,3124,598,459,20985,2,742,62725,64896,0,0,2394,65237,1129,0,0,1923,64186,63524,1006,0,0,15,6562,
720,63431,1667,63160,63161,2384,2139,592,2588,0,3124,604,459,55482,2,742,64213,64044,0,0,63170,65237,1129,0,0,63645,1141,2007,64378,0,0,15,6562,
721,2095,1812,2384,2385,63160,2139,592,2588,0,3124,611,459,10053,2,742,61826,171,0,0,2394,65237,1129,0,0,2051,64382,63634,1187,0,0,15,6562,
722,63431,63431,2384,63161,2384,2139,549,2588,0,3124,629,459,10053,2,742,64141,64756,0,0,2394,65237,1129,0,0,63799,64089,2171,668,0,0,15,6562,
723,724,2095,63160,2385,63160,2139,592,2588,0,3124,633,459,3747,2,742,61534,64121,0,0,63170,65237,1129,0,0,1790,1534,63321,64742,0,0,15,6562,
724,2095,63431,2384,63161,2384,2139,492,2588,0,3124,656,459,12381,2,742,63893,65454,0,0,2394,65237,1129,0,0,64142,63753,2252,206,0,0,15,6562,
725,63431,2095,63160,2385,2384,2139,592,2588,0,3124,654,459,6902,2,742,62750,63153,0,0,2394,65237,1129,0,0,64822,2149,64646,63351,0,0,15,6562,
726,2095,63431,2384,63161,63160,2139,64935,2588,0,3124,667,459,10012,2,742,63975,318,0,0,63170,65237,1129,0,0,1087,63516,1007,1963,0,0,15,6562,
727,63431,263,2384,2385,2384,2139,39,2588,0,3124,670,459,60268,2,742,64447,64906,0,0,7154,65237,1129,0,0,61,95,65430,65430,0,0,15,6562,
728,65418,9,2384,63161,63160,2139,592,2588,0,3124,677,459,8022,2,742,64035,64661,0,0,63170,65237,1129,0,0,1205,63743,1050,1794,0,0,15,6562,
729,65527,0,2384,63161,63160,2139,592,2588,0,3124,691,459,10053,2,742,64022,64908,0,0,63170,65237,1129,0,0,1301,63946,1159,1614,0,0,15,6562,
730,65533,65535,2384,63161,63160,2139,592,2588,0,3124,704,459,10053,2,742,64068,65157,0,0,63170,65237,1129,0,0,1371,64133,1245,1447,0,0,15,6562,
731,65534,65535,2384,63161,63160,2139,592,2588,0,3124,718,459,10053,2,742,64149,65381,0,0,63170,65237,1129,0,0,1421,64302,1314,1293,0,0,15,6562,
732,65534,65535,2384,63161,63160,2139,592,2588,0,3124,731,459,10053,2,742,64257,39,0,0,63170,65237,1129,0,0,1457,64452,1371,1154,0,0,15,6562,
733,65534,0,2384,63161,63160,2139,592,2588,0,3124,744,459,10053,2,742,64387,201,0,0,63170,65237,1129,0,0,1486,64587,1421,1026,0,0,15,6562,
734,65534,0,2384,63161,63160,2139,592,2588,0,3124,758,459,10053,2,742,64530,331,0,0,63170,65237,1129,0,0,1513,64707,1467,908,0,0,15,6562,
735,65534,0,2384,63161,63160,2139,592,2588,0,3124,771,459,10053,2,742,64679,429,0,0,63170,65237,1129,0,0,1540,64816,1514,798,0,0,15,6562,
736,65534,0,2384,63161,63160,2139,592,2588,0,3124,785,459,10053,2,742,64830,496,0,0,63170,65237,1129,0,0,1570,64918,1562,691,0,0,15,6562,
737,65534,0,2384,63161,63160,2139,592,2588,0,3124,798,459,10053,2,742,64978,535,0,0,63170,65237,1129,0,0,1606,65017,1613,585,0,0,15,6562,
738,65534,0,2384,63161,63160,2139,6,2588,0,3124,7,459,10053,2,742,65118,547,0,0,63170,65237,1129,0,0,1646,65117,1667,476,0,0,15,6562,
739,65534,0,2384,63161,63160,2139,65535,2588,0,3124,21,459,10053,2,742,65247,538,0,0,63170,65237,1129,0,0,1691,65222,1722,360,0,0,15,6562,
740,65534,0,2384,63161,63160,2139,65535,2588,0,3124,34,459,10053,2,742,65362,510,0,0,63170,65237,1129,0,0,1738,65335,1776,235,0,0,15,6562,
741,65534,0,2384,63161,63160,2139,65535,2588,0,3124,47,459,10053,2,742,65462,467,0,0,63170,65237,1129,0,0,1785,65458,1828,100,0,0,15,6562,
742,65534,0,2384,63161,63160,2139,65535,2588,0,3124,61,459,10053,2,742,9,413,0,0,63170,65237,1129,0,0,1829,58,1874,65488,0,0,15,6562,
743,65534,0,2384,63161,63160,2139,65535,2588,0,3124,74,459,10053,2,742,75,352,0,0,63170,65237,1129,0,0,1866,207,1911,65327,0,0,15,6562,
744,65534,0,2384,63161,63160,2139,65535,2588,0,3124,88,459,10053,2,742,125,287,0,0,63170,65237,1129,0,0,1893,369,1935,65154,0,0,15,6562,
745,65534,0,2384,63161,63160,2139,65535,2588,0,3124,101,459,10053,2,742,159,221,0,0,63170,65237,1129,0,0,1906,544,1943,64969,0,0,15,6562,
746,65534,0,2384,63161,63160,2139,65534,2588,0,3124,114,459,10053,2,742,179,156,0,0,63170,65237,1129,0,0,1901,731,1933,64775,0,0,15,6562,
747,65534,0,2384,63161,63160,2139,65535,2588,0,3124,128,453,10053,2,742,186,95,0,0,63170,65237,1129,0,0,1875,926,1900,64573,0,0,15,6562,
748,65534,0,2384,63161,63160,2139,65535,2588,0,3124,141,453,10053,2,742,182,38,0,0,63170,65237,1129,0,0,1826,1128,1843,64368,0,0,143,7074,
749,65534,0,2384,63161,63160,2139,65535,2588,0,3124,155,453,10053,2,742,168,65524,0,0,63170,65237,1129,0,0,1751,1331,1760,64162,0,0,143,7074,
750,65534,0,2384,63161,63160,2139,65535,2588,0,3124,168,453,10053,2,742,148,65482,0,0,63170,65237,1129,0,0,1650,1532,1651,63960,0,0,143,7074,
751,65534,0,2384,63161,63160,2139,65535,2588,0,3124,181,453,10053,2,742,122,65448,0,0,63170,65237,1129,0,0,1521,1728,1514,63766,0,0,143,7074,
752,65534,0,2384,63161,63160,2139,65534,2588,0,3124,195,453,10053,2,742,93,65422,0,0,63170,65237,1129,0,0,1365,1912,1351,63583,0,0,143,7074,
753,65534,0,2384,63161,63160,2139,65534,2588,0,3124,208,453,10053,2,742,61,65404,0,0,63170,65237,1129,0,0,1183,2082,1163,63417,0,0,143,7074,
754,65534,0,2384,63161,63160,2139,65535,2588,0,3124,222,453,10053,2,742,29,65394,0,0,63170,65237,1129,0,0,977,2232,951,63271,0,0,143,7074,
755,65534,0,2384,63161,63160,2139,65535,2588,0,3124,235,453,10053,2,742,65534,65390,0,0,63170,65237,1129,0,0,748,2360,719,63149,0,0,143,7074,
756,65534,0,2384,63161,63160,2139,65535,2588,0,3124,248,453,10053,2,742,65505,65393,0,0,63170,65237,1129,0,0,501,2461,469,63053,0,0,143,7074,
757,65534,0,2384,63161,63160,2139,65535,2588,0,3124,262,453,10053,2,742,65479,65401,0,0,63170,65237,1129,0,0,238,2534,205,62987,0,0,143,7074,
758,65534,0,2384,63161,63160,2139,65535,2588,0,3124,275,453,10053,2,742,65456,65414,0,0,63170,65237,1129,0,0,65500,2574,65466,62952,0,0,143,7074,
759,65534,0,2384,63161,63160,2139,65534,2588,0,3124,289,453,10053,2,742,65437,65429,0,0,63170,65237,1129,0,0,65219,2582,65186,62950,0,0,143,7074,
760,65534,0,2384,63161,63160,2139,65535,2588,0,3124,302,453,10053,2,742,65423,65447,0,0,63170,65237,1129,0,0,64937,2555,64905,62982,0,0,143,7074,
761,65534,0,2384,63161,63160,2139,65535,2588,0,3124,315,453,10053,2,742,65414,65466,0,0,63170,65237,1129,0,0,64656,2494,64627,63048,0,0,143,7074,
762,65534,0,2384,63161,63160,2139,65535,2588,0,3124,329,453,10053,2,742,65409,65486,0,0,63170,65237,1129,0,0,64382,2399,64356,63146,0,0,143,7074,
763,65534,0,2384,63161,63160,2139,65535,2588,0,3124,342,453,10053,2,742,65408,65506,0,0,63170,65237,1129,0,0,64120,2271,64098,63277,0,0,143,7074,
764,65534,0,2384,63161,63160,2139,65535,2588,0,3124,356,453,10053,2,742,65411,65525,0,0,63170,65237,1129,0,0,63873,2113,63855,63438,0,0,143,7074,
765,65534,0,2384,63161,63160,2139,65535,2588,0,3124,369,453,10053,2,742,65416,6,0,0,63170,65237,1129,0,0,63646,1925,63632,63627,0,0,143,7074,
766,65534,0,2384,63161,63160,2139,65534,2588,0,3124,382,453,10053,2,742,65424,21,0,0,63170,65237,1129,0,0,63441,1712,63431,63841,0,0,143,7074,
767,65534,0,2384,63161,63160,2139,65535,2588,0,3124,396,453,10053,2,742,65434,34,0,0,63170,65237,1129,0,0,63263,1475,63257,64077,0,0,143,7074,
768,65534,0,2384,63161,63160,2139,65534,2588,0,3124,409,453,10053,2,742,65446,45,0,0,63170,65237,1129,0,0,63113,1220,63110,64332,0,0,143,7074,
769,65534,0,2384,63161,63160,2139,65535,2588,0,3124,423,453,10053,2,742,65459,53,0,0,63170,65237,1129,0,0,62993,949,62994,64602,0,0,143,7074,
770,65534,0,2384,63161,63160,2139,65534,2588,0,3124,436,453,10053,2,742,65473,58,0,0,63170,65237,1129,0,0,62906,666,62909,64882,0,0,143,7074,
771,65534,0,2384,63161,63160,2139,65535,2588,0,3124,450,453,10053,2,742,65487,61,0,0,63170,65237,1129,0,0,62851,376,62857,65170,0,0,143,7074,
772,65534,0,2384,63161,63160,2139,65534,2588,0,3124,463,453,10053,2,742,65501,61,0,0,63170,65237,1129,0,0,62829,82,62837,65462,0,0,143,7074,
773,65534,0,2384,63161,63160,2139,65535,2588,0,3124,476,453,10053,2,742,65513,59,0,0,63170,65237,1129,0,0,62841,65324,62850,217,0,0,143,7074,
774,65534,0,2384,63161,63160,2139,65535,2588,0,3124,490,453,10053,2,742,65525,55,0,0,63170,65237,1129,0,0,62885,65035,62895,504,0,0,143,7074,
775,65534,0,2384,63161,63160,2139,65535,2588,0,3124,503,453,10053,2,742,65535,49,0,0,63170,65237,1129,0,0,62961,64753,62970,782,0,0,143,7074,
776,65534,0,2384,63161,63160,2139,65534,2588,0,3124,517,453,10053,2,742,8,42,0,0,63170,65237,1129,0,0,63067,64483,63076,1050,0,0,143,7074,
777,65534,0,2384,63161,63160,2139,65534,2588,0,3124,530,453,10053,2,742,15,34,0,0,63170,65237,1129,0,0,63201,64228,63209,1303,0,0,143,7074,
778,65534,0,2384,63161,63160,2139,65535,2588,0,3124,543,453,10053,2,742,21,26,0,0,63170,65237,1129,0,0,63362,63989,63368,1540,0,0,15,7074,
779,65534,0,2384,63161,63160,2139,65534,2588,0,3124,557,453,10053,2,742,25,18,0,0,63170,65237,1129,0,0,63546,63771,63551,1757,0,0,15,7074,
780,65534,0,2384,63161,63160,2139,65535,2588,0,3124,570,453,10053,2,742,27,10,0,0,63170,65237,1129,0,0,63752,63575,63755,1952,0,0,15,7074,
781,65534,0,2384,63161,63160,2139,65535,2588,0,3124,584,453,10053,2,742,27,2,0,0,63170,65237,1129,0,0,63976,63403,63977,2123,0,0,15,7074,
782,65534,0,2384,63161,63160,2139,65535,2588,0,3124,597,453,10053,2,742,26,65530,0,0,63170,65237,1129,0,0,64216,63257,64215,2269,0,0,15,7074,
783,65534,0,2384,63161,63160,2139,65535,2588,0,3124,610,453,10053,2,742,24,65522,0,0,63170,65237,1129,0,0,64468,63138,64466,2388,0,0,15,7074,
784,65534,0,2384,63161,63160,2139,65535,2588,0,3124,624,453,10053,2,742,20,65515,0,0,63170,65237,1129,0,0,64731,63046,64727,2480,0,0,15,7074,
785,65534,0,2384,63161,63160,2139,65535,2588,0,3124,637,453,10053,2,742,16,65509,0,0,63170,65237,1129,0,0,65000,62983,64994,2544,0,0,15,7074,
786,65534,0,2384,63161,63160,2139,65535,2588,0,3124,651,453,10053,2,742,12,65505,0,0,63170,65237,1129,0,0,65273,62949,65266,2579,0,0,15,7074,
787,65534,0,2384,63161,63160,2139,65535,2588,0,3124,664,453,10053,2,742,6,65501,0,0,63170,65237,1129,0,0,10,62943,2,2587,0,0,15,7074,
788,65534,0,2384,63161,63160,2139,65535,2588,0,3124,677,453,10053,2,742,0,65499,0,0,63170,65237,1129,0,0,282,62966,273,2565,0,0,15,7074,
789,65534,0,2384,63161,63160,2139,65534,2588,0,3124,691,453,10053,2,742,65530,65497,0,0,63170,65237,1129,0,0,548,63016,539,2517,0,0,15,7074,
790,65534,0,2384,63161,63160,2139,65535,2588,0,3124,704,453,10053,2,742,65525,65496,0,0,63170,65237,1129,0,0,807,63093,797,2441,0,0,15,7074,
791,65534,0,2384,63161,63160,2139,65535,2588,0,3124,718,453,10053,2,742,65521,65496,0,0,63170,65237,1129,0,0,1055,63196,1046,2339,0,0,15,7074,
792,65534,0,2384,63161,63160,2139,65534,2588,0,3124,731,453,10053,2,742,65517,65497,0,0,63170,65237,1129,0,0,1291,63324,1282,2213,0,0,15,7074,
793,65534,0,2384,63161,63160,2139,65535,2588,0,3124,744,453,10053,2,742,65513,65499,0,0,63170,65237,1129,0,0,1511,63474,1503,2064,0,0,15,7074,
794,65534,0,2384,63161,63160,2139,65535,2588,0,3124,758,453,10053,2,742,65509,65501,0,0,63170,65237,1129,0,0,1715,63646,1708,1893,0,0,15,7074,
795,65534,0,2384,63161,63160,2139,65535,2588,0,3124,771,453,10053,2,742,65505,65503,0,0,63170,65237,1129,0,0,1899,63837,1893,1703,0,0,15,7074,
796,65534,0,2384,63161,63160,2139,65535,2588,0,3124,785,453,10053,2,742,65503,65505,0,0,63170,65237,1129,0,0,2063,64046,2058,1495,0,0,15,7074,
797,65534,0,2384,63161,63160,2139,65535,2588,0,3124,798,453,10053,2,742,65501,65507,0,0,63170,65237,1129,0,0,2204,64270,2200,1272,0,0,15,7074,
798,65534,0,2384,63161,63160,2139,65535,2588,0,3124,7,453,10053,2,742,65499,65510,0,0,63170,65237,1129,0,0,2321,64506,2318,1035,0,0,15,7074,
799,65534,0,2384,63161,63160,2139,65535,2588,0,3124,21,453,10053,2,742,65498,65512,0,0,63170,65237,1129,0,0,2413,64754,2412,788,0,0,15,7074,
800,65534,0,2384,63161,63160,2139,65535,2588,0,3124,34,453,10053,2,742,65498,65514,0,0,63170,65237,1129,0,0,2480,65009,2480,533,0,0,15,7074,
801,65534,0,2384,63161,63160,2139,65535,2588,0,3124,47,453,10053,2,742,65498,65516,0,0,63170,65237,1129,0,0,2520,65269,2521,272,0,0,15,7074,
802,65534,0,2384,63161,63160,2139,65535,2588,0,3124,61,500,10053,2,742,65498,65518,0,0,63170,65237,1129,0,0,2533,65532,2535,9,0,0,15,7074,
803,65534,0,2384,63161,63160,2139,65535,2588,0,3124,74,500,10053,2,742,65498,65520,0,0,63170,65237,1129,0,0,2519,258,2522,65281,0,0,15,7074,
804,65534,0,2384,63161,63160,2139,65535,2588,0,3124,88,500,10053,2,742,65498,65522,0,0,63170,65237,1129,0,0,2479,518,2482,65020,0,0,15,7074,
805,65534,0,2384,63161,63160,2139,65535,2588,0,3124,101,500,10053,2,742,65498,65524,0,0,63170,65237,1129,0,0,2411,773,2415,64765,0,0,15,7074,
