wf_pinyin_code,wf_farm_name,t_inner_turbine_name,part_id,part_type,part_name,part_code,part_brand
"YJBFC","于家背风场","040","7","变流器","变流器","变流器","阳光"
"YJBFC","于家背风场","041","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","001","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","003","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","004","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","005","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","006","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","007","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","008","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","011","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","012","7","变流器","变流器","变流器","阳光"
"WQHJFC","吴起合久项目","013","7","变流器","变流器","变流器","阳光"
"RCJGFC","芮城九广分散式","002","7","变流器","变流器","变流器","阳光"
"RCJGFC","芮城九广分散式","003","7","变流器","变流器","变流器","阳光"
"RCJGFC","芮城九广分散式","004","7","变流器","变流器","变流器","阳光"
"RCJGFC","芮城九广分散式","005","7","变流器","变流器","变流器","阳光"
"RCJGFC","芮城九广分散式","006","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","001","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","002","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","003","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","005","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","006","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","007","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","008","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","009","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","010","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","011","7","变流器","变流器","变流器","阳光"
"XXAJWFC","兴县奥家湾分散式","014","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","001","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","002","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","003","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","005","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","006","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","007","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","009","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","010","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","011","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","012","7","变流器","变流器","变流器","阳光"
"XXQJLFC","兴县乔家梁分散式","013","7","变流器","变流器","变流器","阳光"
"GSPCFC","甘肃平川分散式","001","7","变流器","变流器","变流器","阳光"
"GSPCFC","甘肃平川分散式","002","7","变流器","变流器","变流器","阳光"
"GSPCFC","甘肃平川分散式","003","7","变流器","变流器","变流器","阳光"
"GSPCFC","甘肃平川分散式","004","7","变流器","变流器","变流器","阳光"
"GSPCFC","甘肃平川分散式","005","7","变流器","变流器","变流器","阳光"
"WNBSFC","渭南白水分散式","001","7","变流器","变流器","变流器","阳光"
"WNBSFC","渭南白水分散式","002","7","变流器","变流器","变流器","阳光"
"WNBSFC","渭南白水分散式","003","7","变流器","变流器","变流器","阳光"
"WNBSFC","渭南白水分散式","004","7","变流器","变流器","变流器","阳光"
"WNBSFC","渭南白水分散式","005","7","变流器","变流器","变流器","阳光"
"QJLTBFC","清涧乐堂堡分散式","001","7","变流器","变流器","变流器","阳光"
"QJLTBFC","清涧乐堂堡分散式","002","7","变流器","变流器","变流器","阳光"
"QJLTBFC","清涧乐堂堡分散式","003","7","变流器","变流器","变流器","阳光"
"QJLTBFC","清涧乐堂堡分散式","004","7","变流器","变流器","变流器","阳光"
"QJLTBFC","清涧乐堂堡分散式","005","7","变流器","变流器","变流器","阳光"
